捡陋好房 一手操作税费少 精装现房  即住 近  目送  ,洪山,67
钰龙旭辉半岛一期 商品住宅 小三居 近地铁 车位充足 近医院,汉阳,128
保利中央公馆精装3房  产证满二年无贷款对付款方式无要求,洪山,154
光谷188社区交通便利 近地铁 带电梯 中间好楼层 满五,洪山,198
世茂龙湾(二期) 环境优美 南向采光好 密度低 有电梯,沌口开发区,160
湘隆时代 双地铁口 边户 精装修自住大三房 拎包入住,沌口开发区,138
长存花园精装交付中央空调地暖新风系统南北通透居住舒适,洪山,129
和平公园融创临江府 通透3房 看房方便,青山,150
安普顿小镇顶楼复式，毛坯洋房，满二年，三房的价格买五房,江夏,160
央企中建，次新房，明厨明卫，三面采光，南面正看小区环境。,洪山,110
万科城市之光 南北通透 精装可拎包入住 产权清晰 车位充足,洪山,160
好视野单价7千三房 恩施街112街 精装可拎包入住 生活便利,青山,64
新力城 南北双阳台边户 中间好楼层 二次装修 车位充足,洪山,115
长江新区 高车地铁口 汉北大全景精装三房 证满 随时看房,黄陂,60
必看好房  纽宾凯蜜城  中高楼层  房东急售,汉阳,104.9
地铁5号线和平公园旁 融创临江府 三个公园 天热氧吧,青山,186
和平大道 精装好房 次新小区 临地铁 高楼层采光充足,青山,92
必卖房！万科汉口传奇 精装三房 红领巾实验一初东 万科广场,江汉,161
海赋江城天韵C区 小区新 近医院 带电梯 购物方便 精装修,江岸,125
安普顿小镇 满五为一 低密洋房 一梯两户 居家装修 急售,江夏,138
万科翡翠玖玺，地铁旁老证大三房,沌口开发区,192
洪山主城区 户型方正 采光上佳 产权清晰 精装3房,洪山,115
黄家湖军运村地铁口融创城 南北通透大三房 采光和视野都很好,江夏,102
正规商品房 电梯房 小区新 交通便利 医疗配套成熟 近地铁,江岸,168
双卫生间 房龄新 近医院 停车方便 临地铁 商品房 居家自住,洪山,145
商业配套齐全 装修好 高楼层采光充足 产权清晰 小三居,黄陂,78
盛世江城 3房2厅 不临三环 中低楼层 老证 小区中间诚心卖,江汉,145
小区    ，房东诚心卖房，看房随时，到价可以随时签约,洪山,160
自住好房，年轻装修，全朝南万科两房,江夏,83
急售！二桥 万科品质精装三房 采光好 保养新,汉阳,142
天祥尚府 满二 精装边户三房 小区中间位置 诚心出售价格可谈,江夏,163
水域天际 旁商场超市电影院应有尽有 关键上南湖  和南湖中学,武昌,205
好房急售，210出，税费少满五   ，南北通透，户型方正 。,武昌,198
融创公园壹号(二期) 近地铁 商品住宅 商业配套成熟 双卫,江岸,169.8
急售 武昌内环螃蟹岬 凤凰世纪家园 中间楼层  南北通透两房,武昌,155
    ，白沙洲正商电梯洋房，产证满二，好楼层，诚心出售,洪山,182
地铁口，山姆旁，广电兰亭时代，毛坯老证，南北通三房两卫，安静,汉阳,130
融科天城三期三阳路地铁口空中花园老证随时看房,江岸,300
单价1  产证已办 东湖雅庭 大两房 中高楼层 首付15上车,洪山,90
精装修拎包入住，南北通透，业主诚心出售,江岸,239
（必看好房）（房东急售）随时看 价格可以刀 懂得来看,汉阳,142
联投国企 通透精装三房 边户 中间楼层 证满两年 价格奈斯,江夏,90
八大家花园43街坊 交通便捷 小三房 小区新 超低密度,青山,126
雅澜苑的次新房，2室2厅，中间楼层，户型很好，看房方便,青山,105
毛坯三房南北通透   户型方正，无浪费面积   楼层采光充足,洪山,76
特价好房 钟家村和二桥加持 边户可看湖 出行方便 随时可看房,汉阳,140
鹏湖湾 商业配套齐全 临地铁 小区新 双卫格局 产权清晰,江夏,125
万科汉口传奇悦庭 次新房 万科物业 中高层采光好 老证税少。,江汉,200
保利公园九里(14期) 出行方便 装修好 南向采光好,洪山,139
八大家花园38街坊 带电梯 周边配套成熟 装修好 临地铁,青山,99
汉口城市广场(1期) 带电梯 产权清晰 商业配套成熟 装修好,江岸,153
[燕归园]冰糖社区配套成熟 精装拎包入住 高楼层视野采光好,汉阳,100
黄家湖地铁口 央企保利 精装修洋房 带地暖 中央空调,江夏,165
汉阳大道 十里铺双地铁口 精装三房未住人 中间楼层 老证急售,汉阳,149
新华联青年城  改造空间大 洋房复式 送露台 实得200平,江夏,112
一江璟城 红钢城地铁口 毛坯房  经典小户型 视野开阔,青山,125
软件园光谷天地，万科城花璟苑（三期  ，视野好）急售送豪装！,洪山,115
门店好房推荐 万科翡翠滨江 东边户 大三房 证满二 无连廊,汉阳,230
（力荐好房）科技住宅 恒温恒氧 户型方正 随时看房,汉阳,160
枫华苑 电梯房 精装修 产权清晰 近医院 交通便捷,汉阳,128
正南北通透自住精装小三房 南向视野無敌 保利心语地铁口好房,洪山,128
中间楼层 临地铁 东南朝向 装修好 出行方便 有电梯,洪山,157
博海名居 南北通透 有电梯 双卫格局 商品住宅 老证 无遮挡,江汉,120
汉阳地铁口第四代住宅单价1.3万,汉阳,163
华科大地铁口，光谷步行街精装修二房，拎包入住，好楼层好采光,洪山,130
杨家湾地铁口  五环社区  标准四房两厅两卫,洪山,172
汉口火车站212 红领巾福星惠誉福星城南区 实用小3房满五,江汉,125
徐东品质楼盘 第四代住宅 欢迎咨询有优惠1.8 ,武昌,227
必看好房 汉口传奇精装三房 老证 自住装修 诚心出售,江汉,146
金融港烽火旁，2号地铁口，平安光谷春天自住边户三房，满五  ,江夏,148
地铁房雅澜苑楼层采光好，通透方正毛坯3房诚心出售,青山,120
    ，越秀星汇君泊，地铁口，园林小区，低总价,江岸,128
万科新房 公摊低 交房有保证  后十几套先到先得,江夏,155
光谷广场华城新都三房，南北通透，大客厅，采光好，近地铁，可谈,洪山,115
当代国际花园 精装修 中间好楼层 南北通透 近地铁 满五  ,江夏,158
恒大御府 原始精装房，小区中间位置 好楼层 南北通透,青山,144
捡陋好房 一手操作税费少 精装现房  即住 近  目送  ,洪山,67
金地澜菲溪岸J8地块 精装修保养好 老证 不临三环 好楼层,汉阳,109
130王家湾中央生活区地铁口精装三房，视野好，拎包入住有钥匙,汉阳,145
天汇龙城龙湖苑 三房两卫双阳台 精装修 九成新 拎包入住,黄陂,108
汉阳第四代住宅 得房率100  额外有团购,汉阳,176
三环内园林式社区 朝南视野無敌 高性价比精装小三房 保利心语,洪山,106.6
保利新武昌K4   位置不临路    楼层 满二 地铁口,洪山,162
钰龙旭辉半岛一期 商品住宅 小三居 近地铁 车位充足 近医院,汉阳,128
保利香颂三期 洋房 独梯独户 使用面积大 得房率高 好楼层！,汉阳,180
光谷中央公园 配套成熟 交通便利 欢迎随时找我看房,洪山,175
城开汉口秀园 产权清晰 电梯房 中间好楼层 交通便捷 近地铁,江汉,115
南湖商圈，保利公园九里三期，3房格局，中间楼层，满五  ,洪山,139.9
新上！民航空姐空少做邻居 南向前排一线采光，中楼层精装拎包住,江汉,115
万科入驻武汉顶配二七滨江旁豪宅，好  大商圈地铁应有尽有,江岸,248
6号线杨汊湖星悦城四期全新精装三房出售未住人价格可谈随时看房,江岸,118
长存花园精装交付中央空调地暖新风系统南北通透居住舒适,洪山,129
金地艺境 产权清晰 高楼层视野无遮挡 南向采光好 满五,江夏,115
万科中层湖景房 小区中间位置 诚心卖的业主,洪山,123
关山郡 掀桌子 105平 单价   00 毛坯 现房,洪山,225
三环内地铁口 世茂云锦玉海园毛坯三房 视野楼层 采光无遮挡,洪山,118
万科直销小曹正地铁口 洪山万科广场旁 精装小三房,洪山,153
保利香颂三期带露台精装大三房边户通透,汉阳,175
长江新区 高车地铁口 汉北大全景精装三房 证满 随时看房,黄陂,60
5号地铁 高楼层 视野开阔 采光充足 精装房 证满二 精装修,青山,118
众圆旁开元公馆  精装修送车位 满五   电梯三房南北通透,青山,215
东湖高新 地铁口平安光谷春天 南北通透 交通便捷 精装修 ！,江夏,145
马房山二环 毛坯1.5均价     起老城配套完善 央企开发,洪山,207
白沙洲清江锦城三期 5号线地铁龙湖天街旁 满二  好房随时看,洪山,153
保利时代天悦，二次装修全屋暖气，中间楼层，壹小，随时看房,洪山,210
必看好房  纽宾凯蜜城  中高楼层  房东急售,汉阳,104.9
中建开元公馆 电梯房 正规商品房 临地铁 精装修 看房有钥匙,青山,170
保利阅江台 一万二带精装 性价比飞 王家湾商圈,汉阳,176
熙龙湾 高楼层视野无遮挡 交通便捷 有电梯 双卫生间 商品房,东西湖,99
急售 广电兰亭盛荟(四期) 精装修 次新房 视野开阔 采光好,汉阳,120
精致潮流现代风 电梯3室2厅双卫 带衣帽间 视野晒场好 满五,江汉,232
（随时可看）12XXX起王家湾K出口200 现房毛坯二桥旁,汉阳,170
经开区 电梯花园洋房 实得使用面积超过产证面积,沌口开发区,158
地铁5号线和平公园旁 融创临江府 三个公园 天热氧吧,青山,186
小区前排无遮挡，楼下红领巾 通透户型 带车位 价格可谈,江汉,150
中南医院 中北路楚汉新居 青鱼嘴4号地铁口精装修 拎包入住,武昌,165
武昌   临和平大道 配套成熟 交通便利 欢迎随时找我看房,武昌,198
金融港 商品房 近地铁 交通便利 商圈成熟 南北通透 有电梯,江夏,125
中建汤逊湖壹号 满二 精装好房 大两房 中间楼层采光好,江夏,80
美联时光里二期 高楼层视野好 正规商品房 刚需小三居 小区新,江岸,165
万科翡翠玖玺，地铁旁老证大三房,沌口开发区,192
硅谷小镇，此盘是新盘，交易量及大,洪山,92
平安光谷春天，地铁口，对窗户，满五  ，好楼层，有钥匙,江夏,115
次新小区 1号线轻轨 纯毛坯方正户型 老证,江岸,105
徐东大街 第四代0公摊住宅 找我只要21000    ,武昌,243
中大十里新城 精装可拎包入住 近医院 交通便捷 近地铁,汉阳,123
洪山光谷商圈金地天悦一期两室两厅精装修出售,洪山,142
洪山主城区 户型方正 采光上佳 产权清晰 精装3房,洪山,115
鲁巷商圈 碧水花园  中高楼层 朝南三房 户型通透,洪山,130
武昌新二环毛坯新房边户  得房率90,洪山,160
海赋必看好房（2房急售，看中带刀）已空出，钥匙看房！,江岸,122
建三众园广场对面  自住三室，南北通透94平诚意出售随时看房,青山,142
小区绿化高 产权清晰 刚需两居 近地铁 朝南 带电梯,江岸,165
单价1.2，入手一线头排江景房,汉阳,182
龙湖天街旁 房东急售 随时看房 楼层采光好 户型方正 大家,江岸,103
商业配套齐全 装修好 高楼层采光充足 产权清晰 小三居,黄陂,78
武胜路地铁旁 朝南大阳台 全明户型,硚口,214
钰龙旭辉半岛三期沁园 临地铁 中间楼层采光好 装修好,汉阳,120
天地雅园 掀桌子 105平 单价14800 精装 现房,洪山,185
好房推荐！首付两成入住二环边南湖旁精致三房 工作生活两不误,洪山,223
急售！万科品质 物业好 老证 次新从未入住,汉阳,180
陶家岭地铁口三房 可以直接入住 近王家湾 摩尔城,汉阳,117
自住好房，年轻装修，全朝南万科两房,江夏,83
保利心语四期，地铁口，  旁边，湖景房，南北通透，采光视野好,洪山,168
正地铁口 二环核心 地铁汉阳城两室超值    即可入住,汉阳,105
东建金鼎湾 婚房装修全新 南北通透 出行方便 刚需小三居,东西湖,79
武昌雄楚大街旁毛坯新房    单价18000,江岸,197
全新装修叠墅，品牌家电，带花园，带车库 ，空间大，房东急卖,沌口开发区,158
前进四路御庭园 二房二厅挂角房子 采光好 老证 亚心医院对面,江汉,118
     148 汉口传奇 居家三居室不临铁路 好楼层,江汉,165
高新科技公司投资开发 下楼既是经开外校 开发商直售无中,洪山,186
急售二环次新小区 唐家墩地铁口 朝南大房 挂角户型 老证,江岸,149
新华联青年城 环境优美 商品住宅 双卫生间 中间好楼层,江夏,128
必卖好房！金地澜菲溪岸J5地块 不靠三环 出门学堂 温馨3居,汉阳,105
190万 内环 地铁口 江景房 带装修 中海寰宇天下,汉阳,230
古田四路天顺园九组，电梯房，好楼层，好户型，南北通透96平,硚口,78
中间楼层 临地铁 东南朝向 装修好 出行方便 有电梯,洪山,157
15层 越秀汉阳星汇云锦 精装修 满五 电梯房 交通便捷,汉阳,205
杨汊湖地铁，融创物业的品质，自住装修两房，诚心卖提前联系,江岸,119.8
对标武汉  ，地铁口170 。单价17XXX起入住光谷中心城,江夏,196
江南花山郡 婚房装修三房两卫 好楼层 视野无遮挡,江夏,99
金融港，当代国际花园，两房两厅，中间楼层.诚心急售,江夏,160
新上清江山水3.2期精装婚房急售十小，实验。,洪山,130
博海名居 南北通透 有电梯 双卫格局 商品住宅 老证 无遮挡,江汉,120
100拿下6层电梯洋房 还是湖景三房公摊16%,洪山,107
联投开发 一线湖景 中高楼层视野无遮挡 全屋暖气片,江夏,86
金地永旺商圈 青城一品商品房 南北通透 3室2厅 后面无遮挡,洪山,126
江汉区红领巾旁 找我享新房团购价单价仅16XXX 双地铁,江汉,185
金融港 当代国际花园 三房两厅两卫一厨 花园洋房业主诚意出售,江夏,240
金地澜菲溪岸J8地块 精装修拎包入住 交通便捷 产权清晰,汉阳,118
杨家湾地铁口  五环社区  标准四房两厅两卫,洪山,172
金地雄楚一号(A区)   三房两厅南北通透装修好   采光好,洪山,179
东湖边准现房 团购单价15000,洪山,215
小高层住宅，中间层满二年，诚心卖,洪山,218
保利香颂 性价比超高 一口价,汉阳,135
挂角边户 正南朝向 楼龄新 电梯房,汉阳,80
1.4万起买四新方岛现房  海格公馆清盘  ,汉阳,200
装修好 双卫 商品住宅 中间好楼层 南北通透 居家自住,汉阳,150
必看好房 汉口传奇精装三房 老证 自住装修 诚心出售,江汉,146
保利香颂 精装修 小三房 正南朝向 商圈成熟 电梯房,汉阳,160
看这！江夏江南新天地 好房急卖 永旺梦乐城附近 大花岭地铁站,江夏,125
金地长江序 掀桌子 120平 单价11000 毛坯 湖景现房,汉阳,156
前川欣城小区，两房两厅，两阳台，南北通透。采光好,黄陂,45
保利惊现带花园精装大两房，满五，拎包入住，随时看房,洪山,135
光明上海   临地铁 次新房 正规商品房 交通便利 正南朝向,汉阳,108
    ，越秀星汇君泊，地铁口，园林小区，低总价,江岸,128
急售（万科直销）洪山广场12号线地铁口，万科三房,洪山,160
配套成熟，地铁在旁，绿地简装大三房，诚心卖,江岸,166
东湖边广埠屯省退役军人事务厅内福利3房，闹中取静，南北通透,洪山,122
降价了！120得精装三房 江岸低总价低公摊 现房送车位,江岸,176
7号线湖工大金地圣爱 伦精装修自住三房 证满随时看房,洪山,177
急售！金地太阳城 南北通透 一梯两户 有匙即看 ！,洪山,128
光谷广场华城新都三房，南北通透，大客厅，采光好，近地铁，可谈,洪山,115
二环边双地铁口 成熟商圈配套 户型方正大华瑞府 随时可看,青山,168
120万买精装修 带地暖好房 万科物业..,硚口,170
商圈成熟 有电梯 产权清晰 精装好房 满五   中间楼层,洪山,133
钢都花园125街坊 钢城八中 交通便捷 楼层好 满五  ,青山,77
物业直售锦绣龙城南北通透 精装好房 中间楼层 满五 小三房,洪山,140
江夏永旺大花岭地铁旁武汉  金融街金悦府三房两卫出售,江夏,160
汉阳滨江 朝南精装三房 可以看江伶包入住 品质物业,汉阳,149
天汇龙城龙湖苑 三房两卫双阳台 精装修 九成新 拎包入住,黄陂,108
急急售江南花园 精装大两室 户型通透采光 随时看房价格可谈,洪山,110
武商奥莱 江南春城 中层 满五 精装3房2卫 吉小 钢三滨江,青山,196
联排别墅 南北双花园  上下五层  得房率高,新洲,170
星悦城一期，通透小三房， 全房暖气拎包即住,江岸,128
和平公园旁，融创临江府，小高层，业主急售，中间楼层 看房方便,青山,180
招商一江璟城(南区) 电梯房 正规商品房 交通便利 临地铁,青山,240
保利新武昌K4   位置不临路    楼层 满二 地铁口,洪山,162
必看甄选好房！精装30万三房 老证  楼层 不临铁路 随时看,江汉,128
海格公馆 正南朝向 医疗配套成熟 商业配套成熟 近地铁,汉阳,140
（豪华装修）12号线地铁口  横厅 诚心卖 得房率高 随时看,汉阳,191
汉阳四新万达旁 中关村动漫城 毛坯现房13XXX起,汉阳,184
小区正中间楼栋前后无遮挡，双地铁，清水毛坯,洪山,120
光谷中心地段，光谷满庭春，精装三房，户型方正，配套成熟,洪山,109
新上！民航空姐空少做邻居 南向前排一线采光，中楼层精装拎包住,江汉,115
金融街金悦府 文化大道品质天花板 一线湖景 精装修 诚心出售,江夏,135
14600即可享武昌二环，千 无遮挡江景房，双地铁，绿城出品,武昌,160
证满五，东边户，南北通透大三房，  楼层，七号线正地铁口。,洪山,155
金地 118 户型    格 看房可谈 159 另有一车位,洪山,159
满五  ，西海岸南区，精装三房，纯边户，中间层,江夏,99.9
汉阳二环现房 尚城国际 4号线地铁口 13XXX起毛坯交付,汉阳,164
急卖 大华锦绣前城  对红小 武钢三中 小高层的中间楼层,青山,169
金地艺境 产权清晰 高楼层视野无遮挡 南向采光好 满五,江夏,115
027社区 近医院 商业配套成熟 高楼层视野好,洪山,155
联投三期 新小区 南北通透小三房 高楼层 满二 诚心卖,江夏,62
神龙旁 地铁口 精装修 14XXX起 大三房,沌口开发区,162
临地铁 装修好 带电梯 商业配套成熟 满五 刚需两居,洪山,128
后湖星悦城带露台的好房子家具家电保养新，精装三房。业主诚售。,江岸,168
双卫 南北通透 临地铁 商业配套成熟 正规商品房 满五  ,江汉,155
万科中层湖景房 小区中间位置 诚心卖的业主,洪山,123
人信汇(二期) 医疗配套成熟 朝南 近地铁 高楼层视野无遮挡,汉阳,152
武汉武昌二环内临江央企小区橡树湾小三房业主保养得很好,武昌,185
金融港当代国际花园舒适大两房南北通透 采光通风好,江夏,160
汉口第四代住宅 得房率100   团购单价15000,硚口,191
电建泷悦长安旁 准四代住宅 纯边户 中间楼层 老证 拎包入住,汉阳,160
钰龙旭辉半岛三期沁园 带电梯 商业配套成熟 南向采光好,汉阳,145
产证满二 加州橘郡 精装三房 家电家具齐全 买来即可入住,江夏,76
旭辉 掀桌子 128平 单价12000内 精装 准现房,汉阳,154
(力荐好房）芳草二桥 地铁口湿地公园 万达览秀城旁 随时看房,汉阳,180
5号12号地铁口 林湘新苑 苗圃公园3室2厅 精装房 采光好,青山,145
豪装三房，近地铁口  拎包入住  送品牌家电,沌口开发区,105
雅居乐花园一线临湖现房别墅 送花园赠露台 户型位置可选,江夏,197
急售 汉口江滩旁世纪江尚90平精装两房老证无贷随时看 价可谈,江汉,182
中建开元公馆 电梯房 正规商品房 临地铁 精装修 看房有钥匙,青山,170
松涛苑精典小三房  南湖一小 对南中  水域天际 佰港城附近,武昌,148
小三房 临地铁 商业配套齐全 带电梯 商品住宅 正南朝向,汉阳,137
七十年产权别墅 正地铁口带地下室 赠送超大花园 前庭后院送车,蔡甸,176
泰合花园 交通便利 南北通透 高楼层视野无遮挡 近地铁,江汉,149
翰林雅居 楼龄新 有电梯 小三居 朝南 高楼层采光充足 满二,黄陂,35
长江新区 近一小一初 金色港湾 装修两房 单价5XXX可谈,新洲,48
急售 广电兰亭盛荟(四期) 精装修 次新房 视野开阔 采光好,汉阳,120
王家湾双地铁口 苏州园林绿化 业主自住精装三房 中间楼层,汉阳,128
一江璟城 红钢城滨江区 配套成熟 毛坯低总价三房 产证满二,青山,158
印象城商圈 近地铁 楼层好视野开阔 户型方正 南北通透,青山,153
手上有折扣 需要看房了解项目情况提前约我,青山,198
御华里 育才怡康旁 双地铁口 楼层好 诚意急售！！！,江岸,135
盘龙城中城时代南北通透大四房全新精装老证看房方便,黄陂,93
小区前排无遮挡，楼下红领巾 通透户型 带车位 价格可谈,江汉,150
万科城市之光 南向采光好 临地铁 停车方便 刚需小2居,洪山,125
三环一线湖景毛坯现房 地铁盛观尚城 9XXX起   即  ,沌口开发区,147
南德国际城 精装修 电梯3房 135平 采光好 周边商圈,黄陂,97
万科汉口传奇唐樾 交通便捷 商圈成熟 商品住宅 精装好房,江汉,170
满五 临地铁 小三居 商圈成熟 停车方便 带电梯,洪山,145
第四代住房  得房率达百分91 主城区东湖高新区 看房接送,江夏,152
御华园一期   的户型，因置换卖房 周边配套成熟,江岸,166
经开区 电梯花园洋房 实得使用面积超过产证面积,沌口开发区,158
纽宾凯国际社区锦城 西南户型 楼龄新 交通便捷 产权清晰,汉阳,128
保利公园九里 花园小区 边户通透三房 地铁口 随时看房 急售,洪山,125
八号线地铁湖景准现房  带精装  单价9000左右,江夏,146
您在哪里找得到七里庙地铁口，次新小区，钰龙湾二期，低总价,汉阳,123
三环旁 满二精装三房 采光好 周边商圈成熟 产权清晰随时过户,黄陂,23.5
新华联青年城 花山郡对面 房东自住 精装三室 证满急售,江夏,90
金融港 商品房 近地铁 交通便利 商圈成熟 南北通透 有电梯,江夏,125
中建御景星城 朝南 两房两厅 老证 采光好 高楼层 急售,硚口,115
中建开元公馆 满五   电梯房 商业配套齐全  精装 近地铁,青山,128
    保利心语九期7号线板桥地铁站装修小3房阳台,洪山,128
单价15000上车二环，华侨城红坊99平 三房,青山,208
水果湖同心大厦电梯住宅，有暖气，近地铁，生活方便，业主诚心出,武昌,210
江夏客厅地铁口 清江泓景 精装三房 大横厅 产权清晰 有电梯,江夏,105
硅谷小镇，此盘是新盘，交易量及大,洪山,92
业主诚心出售，50万美式精装修，中间楼层，  大三房，采光好,汉阳,210
地铁口别墅 带大院子 露台地下室 车库 星空大露台 国企现房,黄陂,180
洪山十   洪山江滩公园 精装边户三房 中间楼层视野好有钥匙,洪山,94
文化大道 地铁口 永旺旁 鹏湖湾 精装小三房 视野开阔 急售,江夏,105
双卫 有电梯 商业配套齐全 高楼层视野好 刚需小三居,洪山,66
光谷中心城地铁口 地暖准现房 资源集中 配套完善,洪山,205
中海尚城 楼龄新 装修好 满二 电梯房 正规商品房,蔡甸,51
鲁巷商圈 碧水花园  中高楼层 朝南三房 户型通透,洪山,130
中大十里新城 满二 正南朝向 购物方便 装修好 近地铁,汉阳,136
二七路 次新小区  南北通透 紧凑三房 楼层好 采光无遮挡,江岸,178
10万入手，湖畔雅居，交通便利，    接送，环境优雅,江夏,139
保利心语温馨小窝 家里暖暖的都是爱，错过要痛心难过的,洪山,95
万科光澜道 刚需小三居 临地铁 商品住宅  商业配套齐全,洪山,151
三初隔壁，远洋东方境，精装三房，中间楼层，老证，诚心卖,汉阳,205
海赋必看好房（2房急售，看中带刀）已空出，钥匙看房！,江岸,122
盘龙湾荷苑95平毛坯 3房55万 好楼层   诚心卖,黄陂,55
保利星河九洲K5 地铁口 满二老证 中间好楼层 精装3室,汉阳,109
急售 保利公园九里经典三房 精装修 价格实惠 采光好 随时看,洪山,109
硚口三环内 书B精装房,硚口,135
盘龙城 满二 小三居 正规商品房 正南朝向 电梯房,黄陂,79.9
急售 广电兰亭盛荟(三期) 东边户 南北通透 双阳台 老证,汉阳,140
中大十里新城 精装可拎包入住 近医院 交通便捷 近地铁,汉阳,123
必看房源13平长阳台 小高层湖景房 小区只有三栋,洪山,115
地铁口 住宅价格买别墅 带花园 地下室 环境优美 居住舒适。,黄陂,220
崇仁路地铁一号线旁 南北通透户型 一梯两户 可直接入住,硚口,84.8
武昌洪山白沙洲地铁口 精装朝南大两房 楼层好 满二 业主急售,洪山,105
唐家墩万科公园5号，精装次新房业主急售，新风地暖中央空调都有,江汉,220
果央企开发 三环内 单价1万 毛坯交付,江岸,134
地铁口精装三房，横厅阳台朝南，商圈配套成熟,洪山,120
龙湖天街旁 房东急售 随时看房 楼层采光好 户型方正 大家,江岸,103
中粮祥云地铁小镇 中间楼层采光好 车位充足 交通便利 次新房,蔡甸,62
洪山五小 一线湖景 一梯一户洋房精装大4房换置十万火急,洪山,135
特价别墅 70年产权 单价6字头 带前后大院子 地下车位,黄陂,125
大华高品质小区精装大三房诚心出售,青山,246
中建大公馆四期 刚交付小区 居家三房 户型方正朝南,洪山,188
5号线地铁口，绿地香树花城!中间好楼层，精致小三房,青山,108
武胜路地铁旁 朝南大阳台 全明户型,硚口,214
（力荐好房）花园洋房小区 芳草和二桥加持 老证少税通透东边户,汉阳,157
保利城三期 大阳台三房  视野佳  好楼层 安静位置,洪山,168
次新小区 业主自住精装出售 户型方正 12号线地铁口 带车位,汉阳,117
准现房 单价11XXX 团购(95)预购从速先到先得一线湖景,沌口开发区,135
